,0,1,2,3
3678,11/14/2018,2-8-0,7-6-1,9-2-6
3679,11/15/2018,5-4-6,4-9-3,4-1-8
3680,11/16/2018,8-8-8,7-3-0,3-8-9
3681,11/17/2018,9-6-5,4-8-4,3-7-1
3682,11/18/2018,3-2-2,1-8-7,2-4-8
3683,11/19/2018,6-0-5,2-4-9,5-3-6
3684,11/20/2018,8-1-3,3-7-2,2-8-8
3685,11/21/2018,2-9-9,1-1-2,3-2-7
3686,11/22/2018,8-3-9,4-9-5,3-6-4
3687,11/23/2018,2-1-1,0-1-5,4-9-4
3688,11/24/2018,4-1-6,8-8-4,3-2-7
3689,11/25/2018,8-5-3,2-8-6,9-7-4
3690,11/26/2018,4-9-1,5-1-3,3-2-5
3691,11/27/2018,9-8-5,7-3-7,7-5-7
3692,11/28/2018,7-4-2,4-6-4,6-5-9
3693,11/29/2018,0-1-6,2-5-8,6-3-1
3694,11/30/2018,4-8-4,7-3-1,6-8-2
3695,DECEMBER,11AM,4PM,9PM
3696,12/1/2018,4-9-0,7-4-2,0-8-3
3697,12/2/2018,5-0-2,7-1-2,5-1-6
3698,12/3/2018,1-3-6,4-0-0,9-5-5
3699,12/4/2018,0-3-9,8-2-7,5-2-0
3700,12/5/2018,0-5-4,5-0-1,0-2-0
3701,12/6/2018,9-4-9,1-5-2,4-6-8
3702,12/7/2018,1-8-4,9-4-9,0-6-3
3703,12/8/2018,6-1-6,6-8-0,7-6-3
3704,12/9/2018,7-2-3,1-6-7,7-6-3
3705,12/10/2018,4-0-0,1-3-0,2-5-4
3706,12/11/2018,7-6-4,5-6-3,2-8-6
3707,12/12/2018,3-2-1,9-1-7,7-3-3
3708,12/13/2018,3-1-8,3-8-4,4-3-2
3709,12/14/2018,3-3-3,5-4-1,1-4-0
3710,12/15/2018,9-7-2,4-6-8,1-1-7
3711,12/16/2018,4-8-6,3-0-0,6-1-3
3712,12/17/2018,5-4-6,8-7-5,1-7-1
3713,12/18/2018,8-9-7,3-0-4,8-4-4
3714,12/19/2018,0-9-8,6-9-1,5-4-3
3715,12/20/2018,1-1-3,0-0-1,7-5-0
3716,12/21/2018,6-0-9,6-7-2,5-0-6
3717,12/22/2018,4-8-9,2-0-2,6-4-0
3718,12/23/2018,2-6-4,1-5-9,7-0-4
3719,12/24/2018,0-2-6,8-0-1,4-2-8
3720,12/25/2018,no draw,no draw,no draw
3721,12/26/2018,2-3-0,9-8-1,9-1-2
3722,12/27/2018,6-2-1,3-5-8,0-3-5
3723,12/28/2018,5-9-1,4-3-3,6-5-3
3724,12/29/2018,1-5-7,3-0-3,6-2-6
3725,12/30/2018,3-6-8,7-0-3,7-3-3
3726,12/31/2018,5-1-7,9-7-6,9-2-8
3727,1/2/2019,3-8-2,2-4-5,2-2-0
3728,1/3/2019,3-9-8,2-4-9,9-6-9
3729,1/4/2019,9-5-2,3-7-1,0-1-9
3730,1/5/2019,6-4-8,5-7-5,5-5-4
3731,1/6/2019,9-5-2,7-0-6,0-0-4
3732,1/7/2019,8-7-1,4-5-0,4-0-5
3733,1/8/2019,8-7-4,1-3-9,1-6-7
3734,1/9/2019,8-8-2,5-4-4,4-1-9
3735,1/10/2019,8-9-8,2-9-4,6-5-0
3736,1/11/2019,3-9-3,6-7-4,7-0-3
3737,1/12/2019,7-6-2,9-4-3,0-2-0
3738,1/13/2019,9-2-3,6-8-2,3-8-5
3739,1/14/2019,8-6-4,5-1-8,2-8-7
3740,1/15/2019,1-8-8,6-6-7,9-6-0
3741,1/16/2019,3-2-9,9-6-7,7-1-5
3742,1/17/2019,3-7-7,8-3-5,4-8-0
3743,1/18/2019,7-6-8,8-0-4,5-0-7
3744,1/19/2019,3-7-5,8-7-4,1-4-4
3745,1/21/2019,0-5-7,2-8-8,8-0-3
3746,1/20/2019,7-1-7,8-0-4,8-5-6
3747,1/22/2019,9-2-4,8-2-0,6-1-4
3748,1/23/2019,5-5-2,3-5-5,1-5-0
3749,1/24/2019,3-0-5,6-8-7,1-7-3
3750,1/25/2019,8-8-8,9-5-3,9-0-2
3751,1/26/2019,0-6-9,6-7-3,2-2-5
3752,1/27/2019,8-8-2,4-5-1,2-8-7
3753,1/28/2019,1-5-6,4-2-4,0-0-0
3754,1/29/2019,7-9-8,9-5-4,5-8-7
3755,1/30/2019,1-8-6,2-5-3,4-8-0
3756,1/31/2019,5-1-8,3-7-6,5-2-2
3757,FEBRUARY,11AM,4PM,9PM
3758,2/1/2019,9-2-2,6-4-2,4-5-6
3759,2/2/2019,5-7-6,6-9-8,0-3-7
3760,2/3/2019,0-7-9,3-9-0,7-7-2
3761,2/4/2019,3-9-9,0-4-9,3-0-2
3762,2/5/2019,6-4-9,1-9-6,7-3-8
3763,2/6/2019,5-7-8,8-0-8,6-9-5
3764,2/7/2019,3-6-9,2-8-0,0-9-6
3765,2/8/2019,6-6-6,5-5-5,1-2-1
3766,2/9/2019,1-6-3,3-4-1,4-0-5
3767,2/10/2019,4-1-7,2-2-9,7-7-0
3768,2/11/2019,6-1-6,9-9-5,4-0-5
3769,2/12/2019,3-2-8,0-4-1,4-8-0
3770,2/13/2019,6-8-3,0-7-6,1-4-5
3771,2/14/2019,9-7-1,4-4-4,4-4-3
3772,2/15/2019,5-1-0,5-3-5,8-9-7
3773,2/16/2019,2-9-9,9-7-1,7-5-1
3774,2/17/2019,4-4-4,9-3-4,5-5-5
3775,2/18/2019,3-1-1,4-6-8,5-6-8
3776,2/19/2019,1-5-7,8-3-1,3-2-7
3777,2/20/2019,8-0-6,3-3-2,6-8-5
3778,2/21/2019,2-0-3,0-8-3,7-9-5
3779,2/22/2019,5-2-8,0-5-7,7-0-5
3780,2/23/2019,8-3-0,1-2-1,5-5-1
3781,2/24/2019,6-9-7,1-1-2,1-8-6
3782,2/25/2019,5-3-8,7-5-3,1-8-1
3783,2/26/2019,1-5-2,9-5-6,0-8-7
3784,2/27/2019,7-6-5,4-0-8,8-9-5
3785,2/28/2019,8-8-4,7-8-8,6-7-7
3786,MARCH,11AM,4PM,9PM
3787,3/1/2019,7-5-0,1-0-2,6-7-0
3788,3/2/2019,9-1-1,3-6-8,3-6-9
3789,3/3/2019,7-3-5,4-0-1,9-4-1
3790,3/4/2019,8-6-1,5-4-6,5-2-9
3791,3/5/2019,1-4-0,3-3-2,5-6-9
3792,3/6/2019,1-6-3,1-5-4,0-0-5
3793,3/7/2019,0-8-7,0-0-8,5-0-7
3794,3/8/2019,3-8-4,7-2-6,7-8-0
3795,3/9/2019,6-2-8,1-9-2,0-5-7
3796,3/10/2019,7-2-4,4-2-1,5-6-2
3797,3/11/2019,6-2-4,6-3-8,2-7-0
3798,3/12/2019,6-5-7,9-1-8,9-2-6
3799,3/13/2019,6-8-3,5-5-4,9-2-8
3800,3/14/2019,6-7-1,2-7-6,9-6-1
3801,3/15/2019,0-4-1,5-5-7,3-8-9
3802,3/16/2019,2-5-9,5-5-6,6-0-0
3803,3/17/2019,9-2-1,5-2-8,2-1-5
3804,3/18/2019,3-7-9,7-1-0,4-2-5
3805,3/19/2019,7-4-2,4-7-9,5-8-3
3806,3/20/2019,2-5-7,4-8-1,5-3-8
3807,3/21/2019,2-2-7,8-7-6,9-6-0
3808,3/22/2019,5-8-1,1-5-4,7-6-4
3809,3/23/2019,2-3-4,1-0-6,7-3-3
3810,3/24/2019,7-0-2,9-0-5,2-3-6
3811,3/25/2019,9-6-8,9-2-7,6-1-7
3812,3/26/2019,3-5-7,3-9-3,6-2-9
3813,3/27/2019,6-2-7,2-6-3,8-9-1
3814,3/28/2019,6-0-6,1-8-1,3-1-5
3815,3/29/2019,7-6-8,1-2-1,8-4-6
3816,3/30/2019,1-5-9,2-9-9,4-3-6
3817,3/31/2019,4-8-7,9-5-5,0-7-1
3818,APRIL,11AM,4PM,9PM
3819,4/1/2019,8-8-6,8-3-3,6-6-3
3820,4/2/2019,1-0-7,5-0-7,7-4-4
3821,4/3/2019,0-1-5,0-5-4,8-0-1
3822,4/4/2019,1-0-4,1-8-9,5-6-0
3823,4/5/2019,1-3-8,1-0-0,7-0-2
3824,4/6/2019,9-9-7,8-5-4,4-2-4
3825,4/7/2019,6-2-3,3-3-8,6-5-6
3826,4/8/2019,6-2-7,0-1-3,0-2-0
3827,4/9/2019,8-3-7,1-7-3,9-4-3
3828,4/10/2019,5-2-4,0-8-7,0-1-9
3829,4/11/2019,8-9-0,0-4-6,7-0-4
3830,4/12/2019,7-4-1,3-1-0,8-4-7
3831,4/13/2019,9-0-7,8-2-6,5-8-5
3832,4/14/2019,5-1-5,3-3-5,4-4-8
3833,4/15/2019,2-7-2,5-7-0,2-4-0
3834,4/16/2019,0-6-4,2-1-4,7-3-9
3835,4/17/2019,8-6-3,5-4-0,5-7-1
3836,4/22/2019,1-7-9,8-9-7,4-8-7
3837,4/23/2019,0-0-6,3-6-3,9-6-2
3838,4/24/2019,3-9-3,0-8-7,3-8-3
3839,4/25/2019,1-7-6,6-1-3,8-9-0
3840,4/26/2019,1-6-2,3-5-6,9-5-9
3841,4/27/2019,4-9-5,2-8-8,5-8-0
3842,4/28/2019,6-9-0,4-6-2,4-0-6
3843,4/29/2019,2-6-1,0-3-6,0-8-3
3844,4/30/2019,2-4-3,2-9-4,5-9-7
3845,MAY,11AM,4PM,9PM
3846,5/1/2019,8-5-3,1-1-0,0-6-5
3847,5/2/2019,9-6-7,6-0-4,6-5-7
3848,5/3/2019,8-7-8,7-1-6,2-1-4
3849,5/4/2019,7-2-5,4-9-0,5-7-4
3850,5/5/2019,2-5-1,1-9-0,1-8-4
3851,5/6/2019,3-0-7,9-7-5,7-9-6
3852,5/7/2019,5-2-6,3-9-1,7-0-5
3853,5/8/2019,5-7-4,4-0-7,4-2-8
3854,5/9/2019,4-6-9,9-3-2,8-8-5
3855,5/10/2019,1-8-5,9-1-6,3-3-5
3856,5/11/2019,0-6-2,4-4-6,4-9-3
3857,5/12/2019,2-2-3,4-9-1,3-1-9
3858,5/13/2019,2-4-7,5-2-3,7-7-4
3859,5/14/2019,4-2-7,3-7-7,5-5-3
3860,5/15/2019,1-0-3,5-6-1,8-3-7
3861,5/16/2019,6-0-7,5-2-4,4-8-3
3862,5/17/2019,7-6-4,9-1-4,6-6-1
3863,5/18/2019,0-0-4,5-8-4,9-1-8
3864,5/19/2019,1-3-0,9-1-3,2-8-8
3865,5/20/2019,3-8-9,6-7-5,1-1-5
3866,5/21/2019,5-4-0,5-4-8,0-1-7
3867,5/22/2019,8-4-3,7-7-5,1-8-4
3868,5/23/2019,4-8-5,7-1-8,5-4-5
3869,5/24/2019,8-7-7,2-6-7,2-3-3
3870,5/25/2019,7-3-4,0-2-5,9-3-5
3871,5/26/2019,0-3-0,7-2-1,9-1-3
3872,5/27/2019,5-1-4,3-5-0,5-5-7
3873,5/28/2019,4-6-9,1-3-9,0-6-7
3874,5/29/2019,3-6-9,7-0-2,8-8-7
3875,5/30/2019,4-7-1,9-2-2,1-5-5
3876,5/31/2019,5-5-2,9-8-6,4-2-6
3877,JUNE,11AM,4PM,9PM
3878,6/1/2019,1-5-2,5-9-8,6-3-9
3879,6/2/2019,3-7-8,7-2-4,1-9-7
3880,6/3/2019,0-7-6,7-3-1,8-8-6
3881,6/4/2019,8-8-6,8-5-6,1-5-5
3882,6/5/2019,2-5-5,4-4-6,2-6-2
3883,6/6/2019,7-2-6,7-2-4,1-6-0
3884,6/7/2019,2-9-2,0-8-4,9-8-0
3885,6/8/2019,1-7-8,1-6-2,0-5-5
3886,6/9/2019,0-7-0,3-5-9,6-3-4
3887,6/10/2019,5-7-4,6-6-1,0-2-8
3888,6/11/2019,0-4-9,0-4-8,0-5-4
3889,6/12/2019,3-4-9,9-2-7,0-6-1
3890,6/13/2019,1-3-4,4-9-1,0-5-1
3891,6/14/2019,6-1-5,5-1-2,4-8-2
3892,6/15/2019,7-5-4,5-0-2,0-7-1
3893,6/16/2019,8-4-9,3-0-3,5-4-2
3894,6/17/2019,6-6-4,2-0-1,3-3-8
3895,6/18/2019,7-9-2,6-9-4,8-7-5
3896,6/19/2019,3-8-1,8-2-6,9-1-1
3897,6/20/2019,1-8-8,4-8-9,1-0-4
3898,6/21/2019,3-0-5,1-1-4,6-9-1
3899,6/22/2019,8-6-1,1-1-6,2-4-1
3900,6/23/2019,3-6-4,5-1-8,7-3-4
3901,6/24/2019,1-9-9,7-0-7,7-2-0
3902,6/25/2019,9-6-6,6-5-3,6-9-5
3903,6/26/2019,8-0-7,6-7-0,1-7-0
3904,6/27/2019,5-2-0,4-6-7,7-5-5
3905,6/28/2019,8-9-3,6-9-1,5-1-8
3906,6/29/2019,1-9-4,4-7-2,4-8-2
3907,6/30/2019,7-5-6,8-5-4,8-3-5
3908,JULY,11AM,4PM,9PM
3909,7/1/2019,1-8-9,3-0-3,3-1-0
3910,7/2/2019,1-5-8,9-9-6,5-6-3
3911,7/3/2019,3-4-9,3-5-2,1-7-4
3912,7/4/2019,4-2-4,7-8-1,9-3-1
3913,7/5/2019,5-0-1,1-2-1,6-7-8
3914,7/6/2019,7-8-0,4-2-2,2-1-7
3915,7/7/2019,4-2-8,0-4-4,0-0-7
3916,7/8/2019,2-5-9,8-4-5,1-0-9
3917,7/9/2019,1-3-1,0-7-9,6-6-0
3918,7/10/2019,1-7-9,2-2-3,9-5-1
3919,7/11/2019,2-5-4,5-1-5,0-0-5
3920,7/12/2019,8-7-5,8-1-8,7-1-6
3921,7/13/2019,8-0-4,2-8-2,1-6-5
3922,7/14/2019,1-5-7,0-6-4,3-9-0
3923,7/15/2019,4-3-8,3-9-3,8-2-0
3924,7/16/2019,0-9-7,0-0-1,6-0-7
3925,7/17/2019,5-6-4,6-4-4,6-2-5
3926,7/18/2019,1-1-8,5-0-7,6-9-1
3927,7/19/2019,4-2-7,6-4-1,2-7-9
3928,7/20/2019,7-6-0,0-7-5,6-4-6
3929,7/21/2019,8-4-4,0-7-3,5-7-5
3930,7/22/2019,2-4-1,7-5-9,1-4-8
3931,7/23/2019,3-0-4,5-8-2,5-3-4
3932,7/24/2019,2-1-7,1-7-8,0-8-9
3933,7/25/2019,2-4-8,1-8-4,8-6-4
3934,7/26/2019,1-5-6,9-2-9,9-3-5
3935,7/27/2019,4-4-4,0-8-2,9-0-7
3936,7/28/2019,7-4-8,9-9-3,7-8-3
3937,7/29/2019,6-2-3,7-0-5,9-4-9
3938,7/30/2019,2-1-9,4-7-5,7-1-8
3939,7/31/2019,9-3-8,6-2-6,0-3-1
3940,AUGUST,11AM,4PM,9PM
3941,8/1/2019,2-3-4,6-4-0,1-7-0
3942,8/2/2019,8-4-1,7-8-7,2-6-1
3943,8/3/2019,6-8-2,7-2-0,1-7-5
3944,8/4/2019,8-2-7,5-3-1,6-3-6
3945,8/5/2019,5-6-3,1-9-4,2-4-9
3946,8/6/2019,4-8-7,5-3-6,8-6-5
3947,8/7/2019,7-1-1,9-5-8,8-7-6
3948,8/8/2019,8-1-4,1-7-4,5-0-2
3949,8/9/2019,2-3-2,7-6-9,4-6-8
3950,8/10/2019,7-0-1,9-8-2,5-5-4
3951,8/11/2019,1-5-0,4-0-1,8-4-0
3952,8/12/2019,8-8-0,7-8-0,2-2-2
3953,8/13/2019,9-7-0,5-2-3,7-3-5
3954,8/14/2019,5-0-4,8-8-1,5-5-0
3955,8/15/2019,2-8-0,3-7-1,0-4-7
3956,8/16/2019,0-2-2,9-0-5,4-1-5
3957,8/17/2019,3-0-1,9-5-8,3-2-3
3958,8/18/2019,2-7-3,7-2-6,4-6-6
3959,8/19/2019,3-2-1,1-8-8,2-1-6
3960,8/20/2019,4-7-5,4-2-3,3-7-0
3961,8/21/2019,8-0-7,3-6-9,1-6-4
3962,8/22/2019,4-6-5,5-6-6,7-8-6
3963,8/23/2019,7-9-5,2-4-1,8-8-3
3964,8/24/2019,2-2-1,0-8-1,7-1-0
3965,8/25/2019,0-8-2,0-8-6,9-5-2
3966,8/26/2019,7-5-1,1-3-2,1-1-0
3967,8/27/2019,4-4-1,3-9-6,6-4-5
3968,8/28/2019,0-1-4,1-6-0,2-9-2
3969,8/29/2019,1-3-4,8-3-4,8-4-6
3970,8/30/2019,6-4-3,2-5-4,2-9-7
3971,8/31/2019,4-0-3,2-9-6,5-2-2
3972,SEPTEMBER,11AM,4PM,9PM
3973,9/1/2019,5-5-9,9-4-9,6-3-6
3974,9/2/2019,6-5-0,2-6-1,5-9-1
3975,9/3/2019,2-8-5,9-1-5,9-8-4
3976,9/4/2019,4-3-6,8-8-3,5-1-2
3977,9/5/2019,8-2-4,2-9-2,8-7-8
3978,9/6/2019,4-0-1,4-2-6,4-1-1
3979,9/7/2019,4-2-8,3-2-9,7-3-9
3980,9/8/2019,7-0-5,7-9-4,1-8-1
3981,9/9/2019,0-0-2,5-8-6,5-7-8
3982,9/10/2019,2-2-1,5-4-5,8-3-5
3983,9/11/2019,9-0-5,7-6-4,4-3-7
3984,9/12/2019,8-1-1,1-1-9,6-0-7
3985,9/13/2019,7-5-8,9-3-0,7-9-7
3986,9/14/2019,5-8-7,8-9-4,5-3-1
3987,9/15/2019,3-7-6,3-6-9,4-7-9
3988,9/16/2019,1-3-9,8-2-1,4-8-6
3989,9/17/2019,1-8-0,5-9-2,1-7-5
3990,9/18/2019,1-5-9,5-4-8,3-3-8
3991,9/19/2019,3-0-5,7-0-5,4-2-0
3992,9/20/2019,3-8-7,7-1-7,8-4-0
3993,9/21/2019,3-7-6,6-8-5,0-6-6
3994,9/22/2019,4-7-9,7-2-0,2-1-6
3995,9/23/2019,0-3-4,5-3-7,7-3-3
3996,9/24/2019,0-9-1,3-2-1,7-2-9
3997,9/25/2019,4-7-8,5-4-7,4-1-2
3998,9/26/2019,1-0-3,3-3-3,6-8-1
3999,9/27/2019,8-5-7,4-7-5,1-4-6
4000,9/28/2019,9-5-1,6-7-1,2-3-2
4001,9/29/2019,1-1-9,3-7-7,7-7-3
4002,9/30/2019,5-2-6,9-3-1,9-0-4
4003,OCTOBER,11AM,4PM,9PM
4004,10/1/2019,4-6-7,1-0-3,7-3-2
4005,10/2/2019,5-3-9,5-4-5,0-2-4
4006,10/3/2019,5-4-8,4-8-4,6-6-4
4007,10/4/2019,6-2-4,6-4-2,1-4-4
4008,10/5/2019,2-1-4,4-8-3,5-9-9
4009,10/6/2019,9-3-1,3-8-8,5-6-2
4010,10/7/2019,5-8-8,4-8-3,2-2-5
4011,10/8/2019,4-7-5,3-4-4,5-5-9
4012,10/9/2019,3-8-6,0-4-1,9-1-7
4013,10/10/2019,3-4-6,9-2-3,3-9-2
4014,10/11/2019,1-5-4,7-9-9,5-8-6
4015,10/12/2019,3-4-6,3-8-6,3-2-7
4016,10/13/2019,4-3-1,1-8-4,2-7-5
4017,10/14/2019,4-7-6,1-3-5,1-1-1
4018,10/15/2019,6-1-3,6-1-2,5-9-5
4019,10/16/2019,5-3-1,3-3-2,7-5-6
4020,10/17/2019,3-9-9,3-7-5,6-8-1
4021,10/18/2019,2-6-8,6-7-8,6-6-2
4022,10/19/2019,2-4-7,7-2-1,6-6-7
4023,10/20/2019,5-6-4,1-4-4,2-5-4
4024,10/21/2019,9-4-1,7-4-1,0-2-7
4025,10/22/2019,9-2-1,5-8-5,2-0-8
4026,10/23/2019,0-3-7,1-6-0,3-9-6
4027,10/24/2019,9-3-2,2-2-6,1-8-2
4028,10/25/2019,0-1-3,4-9-0,8-4-3
4029,10/26/2019,2-5-5,2-1-9,9-4-2
4030,10/27/2019,9-0-6,2-2-9,0-1-1
4031,10/28/2019,2-9-9,8-7-9,7-5-4
4032,10/29/2019,2-5-9,0-5-9,1-1-4
4033,10/30/2019,4-7-1,9-6-4,4-6-4
4034,10/31/2019,7-0-4,4-6-5,4-4-0
4035,NOVEMBER,11AM,4PM,9PM
4036,11/1/2019,2-4-4,4-8-5,3-7-4
4037,11/2/2019,5-3-2,2-7-7,5-7-6
4038,11/3/2019,5-0-4,8-2-1,3-3-7
4039,11/4/2019,2-1-9,7-0-4,3-1-7
4040,11/5/2019,4-3-9,7-6-7,2-1-1
4041,11/6/2019,1-6-7,1-6-7,9-9-9
4042,11/7/2019,5-7-8,3-5-8,1-4-1
4043,11/8/2019,5-1-3,6-8-9,9-9-1
4044,11/9/2019,0-1-7,9-4-4,6-6-0
4045,11/10/2019,7-8-8,6-9-6,2-4-8
4046,11/11/2019,9-6-7,3-8-3,0-4-4
4047,11/12/2019,7-9-7,1-2-4,9-3-1
4048,11/13/2019,9-4-6,5-5-7,9-7-3
4049,11/14/2019,7-2-6,0-4-6,9-7-7
4050,11/15/2019,8-9-2,4-8-4,4-3-4
4051,11/16/2019,3-1-0,4-5-6,2-4-4
4052,11/17/2019,8-4-6,7-7-3,7-7-7
4053,11/18/2019,9-6-3,7-8-5,6-0-8
4054,11/19/2019,4-5-2,7-6-2,8-7-9
4055,11/20/2019,1-4-6,5-1-0,4-3-8
4056,11/21/2019,9-0-6,3-6-4,2-1-1
4057,11/22/2019,1-5-9,8-8-1,3-3-7
4058,11/23/2019,1-5-2,1-9-1,2-4-7
4059,11/24/2019,1-8-0,7-9-6,2-3-2
4060,11/25/2019,6-1-2,1-4-2,4-5-2
4061,11/26/2019,6-4-2,1-2-1,9-8-4
4062,11/27/2019,5-4-1,8-1-8,1-8-2
4063,11/28/2019,7-4-3,5-2-7,7-6-9
4064,11/29/2019,7-3-6,2-9-4,1-0-0
4065,11/30/2019,9-6-9,0-9-4,2-6-1
4066,DECEMBER,11AM,4PM,9PM
4067,12/1/2019,7-4-9,1-6-5,0-3-1
4068,12/2/2019,5-3-2,5-9-0,3-4-0
4069,12/3/2019,2-1-8,9-7-6,4-2-0
4070,12/4/2019,9-8-4,1-6-1,1-0-5
4071,12/5/2019,4-0-6,5-4-2,2-4-3
4072,12/6/2019,1-7-8,2-4-1,3-6-5
4073,12/7/2019,1-8-3,3-2-3,0-4-0
4074,12/8/2019,6-1-0,5-1-0,3-5-0
4075,12/9/2019,5-3-9,0-7-3,6-3-6
4076,12/10/2019,2-4-3,4-6-4,4-3-0
4077,12/11/2019,0-4-2,0-6-8,8-9-1
4078,12/12/2019,5-6-1,8-6-8,4-4-9
4079,12/13/2019,3-6-0,7-5-0,8-6-0
4080,12/14/2019,8-0-7,2-3-3,1-9-2
4081,12/15/2019,9-8-9,4-4-6,8-0-8
4082,12/16/2019,0-7-1,6-4-9,4-1-1
4083,12/17/2019,6-1-7,8-5-9,3-0-3
4084,12/18/2019,0-7-9,1-5-3,3-1-4
4085,12/19/2019,6-7-1,9-6-1,2-0-5
4086,12/20/2019,1-6-2,8-3-0,9-2-0
4087,12/21/2019,7-6-6,4-8-0,2-7-1
4088,12/22/2019,1-2-7,1-7-1,5-9-8
4089,12/23/2019,1-0-3,0-3-3,2-0-4
4090,12/24/2019,0-8-3,2-2-2,1-6-7
4091,12/25/2019,N/D,N/D,N/D
4092,12/26/2019,2-5-7,0-9-2,8-1-8
4093,12/27/2019,0-9-4,4-7-6,4-9-2
4094,12/28/2019,3-9-0,7-5-7,8-3-1
4095,12/29/2019,9-9-2,2-1-8,2-9-2
4096,12/30/2019,7-3-0,7-1-8,1-8-2
4097,12/31/2019,4-8-4,7-4-5,9-6-3
4098,1/1/2020,N/D,N/D,N/D
4099,1/2/2020,9-0-8,0-5-2,0-6-2
4100,1/3/2020,9-3-2,5-8-3,7-4-4
4101,1/4/2020,0-2-8,1-4-6,7-4-9
4102,1/5/2020,5-9-8,9-7-3,7-0-6
4103,1/6/2020,9-6-5,3-4-6,5-7-7
4104,1/7/2020,5-3-1,0-9-4,9-6-7
4105,1/8/2020,3-1-1,3-8-3,7-6-3
4106,1/9/2020,5-2-3,5-2-0,8-6-9
4107,1/10/2020,3-0-2,2-2-0,4-6-9
4108,1/11/2020,9-9-1,5-6-6,4-1-8
4109,1/12/2020,9-4-5,6-4-2,8-3-1
4110,1/13/2020,8-6-9,8-1-1,5-9-2
4111,1/14/2020,7-1-7,8-0-9,8-9-1
4112,1/15/2020,7-7-3,1-9-2,5-7-4
4113,1/16/2020,6-9-6,8-5-6,3-4-7
4114,1/17/2020,1-1-9,4-6-5,4-6-5
4115,1/18/2020,9-8-3,6-7-2,1-4-0
4116,1/19/2020,5-3-3,8-6-3,4-0-4
4117,1/20/2020,1-4-1,3-2-7,7-4-3
4118,1/21/2020,6-7-5,8-9-6,7-5-7
4119,1/22/2020,0-7-5,5-7-8,1-1-0
4120,1/23/2020,4-8-8,4-4-8,5-3-3
4121,1/24/2020,9-5-8,8-7-6,8-2-5
4122,1/25/2020,3-3-6,5-6-5,8-1-2
4123,1/26/2020,3-3-1,0-4-3,6-0-5
4124,1/27/2020,3-2-4,7-2-0,4-0-6
4125,1/28/2020,2-7-2,9-6-5,9-3-3
4126,1/29/2020,0-1-7,2-7-7,6-3-9
4127,1/30/2020,1-9-9,0-5-6,5-6-2
4128,1/31/2020,0-9-4,3-7-7,0-7-1
4129,FEBRUAY,11AM,4PM,9PM
4130,2/1/2020,0-6-3,5-9-6,0-3-4
4131,2/2/2020,2-9-7,7-9-7,6-0-5
4132,2/3/2020,5-9-0,3-4-5,1-3-0
4133,2/4/2020,7-9-5,8-2-4,2-4-2
4134,2/5/2020,1-3-8,5-2-8,5-8-0
4135,2/6/2020,4-1-0,5-0-6,3-6-8
4136,2/7/2020,3-9-4,6-2-7,9-6-5
4137,2/8/2020,8-7-6,8-5-6,0-1-5
4138,2/9/2020,7-7-0,3-3-8,0-2-8
4139,2/10/2020,4-5-9,2-6-1,1-6-2
4140,2/11/2020,8-9-7,7-6-4,2-1-2
4141,2/12/2020,2-2-9,4-8-6,2-1-1
4142,2/13/2020,0-3-7,0-2-7,3-7-3
4143,2/14/2020,7-3-1,7-0-4,9-5-2
4144,2/15/2020,0-8-0,9-9-8,2-0-6
4145,2/16/2020,1-6-7,8-2-7,0-5-8
4146,2/17/2020,7-2-5,4-1-9,8-4-0
4147,2/18/2020,2-9-2,4-0-7,2-2-7
4148,2/19/2020,9-0-4,8-2-7,8-8-6
4149,2/20/2020,6-0-2,4-3-9,7-4-1
4150,2/21/2020,8-6-4,1-7-5,0-0-2
4151,2/22/2020,9-0-6,9-5-7,3-0-8
4152,2/23/2020,4-2-2,9-3-7,1-7-7
4153,2/24/2020,6-6-5,1-2-8,3-1-0
4154,2/25/2020,7-1-7,1-5-7,8-5-4
4155,2/26/2020,1-6-3,7-0-1,2-3-0
4156,2/27/2020,5-2-5,6-4-0,4-8-4
4157,2/28/2020,6-2-8,5-8-1,4-2-6
4158,2/29/2020,4-8-9,1-3-4,8-2-4
4159,MARCH,11AM,4PM,9PM
4160,3/1/2020,5-6-5,1-5-1,7-0-8
4161,3/2/2020,0-5-9,2-0-8,3-1-0
4162,3/3/2020,4-4-0,1-0-9,7-9-5
4163,3/4/2020,4-6-4,1-9-7,8-8-6
4164,3/5/2020,5-1-3,2-7-4,2-2-1
4165,3/6/2020,2-1-5,4-2-7,9-6-6
4166,3/7/2020,9-9-2,7-3-3,8-0-0
4167,3/8/2020,5-0-3,9-9-0,1-0-5
4168,3/9/2020,7-3-1,5-0-8,9-9-9
4169,3/10/2020,5-4-2,9-1-7,1-7-1
4170,3/11/2020,5-6-5,8-9-6,7-6-4
4171,3/12/2020,1-7-8,8-0-6,4-3-9
4172,3/13/2020,7-9-7,1-4-4,7-5-9
4173,3/14/2020,5-2-7,0-6-6,0-0-4
4174,3/15/2020,7-2-5,9-6-1,3-5-8
4175,3/16/2020,6-8-7,6-3-1,5-8-1
4176,3/17/2020,6-7-0,9-4-6,4-0-3
4177,3/18/2020,4-0-6,2-6-6,1-4-8
4178,3/19/2020,4-0-4,ND,ND
4179,8/24/2020,2-0-6,6-9-0,9-7-4
4180,8/25/2020,9-0-0,0-7-6,3-4-8
